City,Site,Site Name,Category Desc.,Long Class Desc.,Art. No,Article Desc.,Quantity,Date,Formatted Date,Net Revenue,Product Name,Channel,Gross Revenue
PUNE,A038,Pune-Pimpri,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,03.06.2022,3-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
New Delhi,A044,Delhi-Rajouri,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,03.06.2022,3-Jun-22,2299,829BK Bluetooth Controller 4 (EGP4),Offline,2599
Bangalore,A045,Bangalore-Indira Nagar,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,03.06.2022,3-Jun-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Bangalore,A073,Bangalore-Banshankari,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A073,Bangalore-Banshankari,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,03.06.2022,3-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
CHENNAI,A097,Chennai-PMC Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
SURAT,A105,Surat-Adajan,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,03.06.2022,3-Jun-22,549,851PP Xcite Pro Keyboard USB,Offline,599
MUMBAI,A001,Mumbai-Juhu,Input Devices,Mice,204742,AMKETTE Fio Wireless Mouse black,1,03.06.2022,3-Jun-22,499,632BK Fio Wireless Mouse-Black,Offline,699
SURAT,A217,Surat-VIP Road,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,03.06.2022,3-Jun-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
SURAT,A217,Surat-VIP Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
MUMBAI,Online,Online,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,03.06.2022,3-Jun-22,2299,829BK Bluetooth Controller 4 (EGP4),Online,2599
Nashik,A108,Nashik-Solitario,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,03.06.2022,3-Jun-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
New Delhi,A112,Delhi-Select City Walk,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,03.06.2022,3-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MUMBAI,A123,Mumbai-PMC Kurla Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,03.06.2022,3-Jun-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
AHMEDABAD,A143,Ahmedabad-Motera,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
MUMBAI,A147,Mumbai-Borivali,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,03.06.2022,3-Jun-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
Bangalore,A150,Bangalore-Whitefield,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,-1,03.06.2022,3-Jun-22,-759,650GR Ergo View Laptop Stand-Grey,Offline,-899
PUNE,A156,Pune-Baner,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,03.06.2022,3-Jun-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Bangalore,A160,Bangalore-Yelahanka,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A161,Delhi-Vasant Kunj Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,03.06.2022,3-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MOHALI,A162,Mohali-VR Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,03.06.2022,3-Jun-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
MOHALI,A162,Mohali-VR Mall,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,03.06.2022,3-Jun-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
JAIPUR,A168,Jaipur-WTP Mall,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,03.06.2022,3-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
HYDERABAD,A169,Hyderabad-Sarath City Mall,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,03.06.2022,3-Jun-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
BHOPAL,A192,Bhopal-DB Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,03.06.2022,3-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
VADODARA,A202,Vadodara-Kareli Baug,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,03.06.2022,3-Jun-22,2698,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,3798
VADODARA,A202,Vadodara-Kareli Baug,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,2,03.06.2022,3-Jun-22,1398,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,2398
HOSUR,A225,Hosur-Bagalur Road,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,2,03.06.2022,3-Jun-22,1458,850PP Xcite Pro Keyboard & Mouse USB,Offline,1598
LUCKNOW,A259,Lucknow-Vibhuti Khand,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,03.06.2022,3-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
LUCKNOW,A259,Lucknow-Vibhuti Khand,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,03.06.2022,3-Jun-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
AMRAVATI,A262,Amravati-Badnera Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A277,Bangalore-Electronic city,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
MUMBAI,A288,Virar-Redbricks,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,03.06.2022,3-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
MUMBAI,A288,Virar-Redbricks,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,03.06.2022,3-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
PUNE,A011,Pune-Aundh,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,2,03.06.2022,3-Jun-22,698,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,1398
VADODARA,A015,Vadodara-Centre Square Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,04.06.2022,4-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
VADODARA,A015,Vadodara-Centre Square Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,04.06.2022,4-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
MUMBAI,A027,Mumbai-PMC Lower Parel Mall,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,04.06.2022,4-Jun-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
CHENNAI,A037,Chennai-Anna Nagar,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,04.06.2022,4-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
MUMBAI,A041,Mumbai-Oberoi Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,04.06.2022,4-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A044,Delhi-Rajouri,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,-1,04.06.2022,4-Jun-22,-2299,829BK Bluetooth Controller 4 (EGP4),Offline,-2599
Bangalore,A045,Bangalore-Indira Nagar,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,04.06.2022,4-Jun-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
SURAT,A053,Surat-Ripple,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,04.06.2022,4-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
SURAT,A053,Surat-Ripple,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,04.06.2022,4-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
New Delhi,A055,Delhi-Connaught Place,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,04.06.2022,4-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A056,Bangalore-J P Nagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,0,04.06.2022,4-Jun-22,0,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,0
Bangalore,A056,Bangalore-J P Nagar,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,0,04.06.2022,4-Jun-22,0,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,0
Bangalore,A060,Bangalore-Marathahalli,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,04.06.2022,4-Jun-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
CHENNAI,A097,Chennai-PMC Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,04.06.2022,4-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
AHMEDABAD,A107,Ahmedabad-Ratna,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,04.06.2022,4-Jun-22,549,851PP Xcite Pro Keyboard USB,Offline,599
SURAT,A010,Surat-Ghoddod,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,04.06.2022,4-Jun-22,549,851PP Xcite Pro Keyboard USB,Offline,599
Delhi,Online,Online,Computer Bags,Sleeves/Cases,250420,Amkette Neo Case 13 Multi Pocket BLK/GRY,1,04.06.2022,4-Jun-22,749,142BK NeoCase Sleeve MP 450 13-13.3,Online,1199
Bangalore,Online,Online,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,04.06.2022,4-Jun-22,929,416PP Super Speed Hub 4 Port USB 3.0,Online,1499
HUBLI,A289,Hubli-Vidyanagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,0,04.06.2022,4-Jun-22,0,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,0
SURAT,Online,Online,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,04.06.2022,4-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Online,1899
New Delhi,A358,Delhi-Pacific Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,04.06.2022,4-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MALOUT,Online,Online,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,04.06.2022,4-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Online,1199
Navi Mumbai,A116,Navi Mumbai-Kharghar,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,04.06.2022,4-Jun-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Navi Mumbai,A133,Nmum-AksharPlazaVashi-A133,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,04.06.2022,4-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MUMBAI,A140,Mumbai-Bhandup Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,04.06.2022,4-Jun-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Bangalore,A150,Bangalore-Whitefield,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,04.06.2022,4-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Bangalore,A150,Bangalore-Whitefield,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,04.06.2022,4-Jun-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
MOHALI,A162,Mohali-VR Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,2,04.06.2022,4-Jun-22,698,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,1398
Goa,A172,Goa-Porvorim,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,1,04.06.2022,4-Jun-22,779,146BK NeoCase Sleeve MP 450 14,Offline,1249
MYSORE,A173,Mysore-Double Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,04.06.2022,4-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
INDORE,A186,Indore-Vijay Nagar Square-A186,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,04.06.2022,4-Jun-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
INDORE,A186,Indore-Vijay Nagar Square-A186,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,04.06.2022,4-Jun-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
NOIDA,A189,Noida-Gaur Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,04.06.2022,4-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
VADODARA,A202,Vadodara-Kareli Baug,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,04.06.2022,4-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MANGALORE,A221,Mangalore-MAK Mall,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,04.06.2022,4-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
VADODARA,A223,Vadodara-OP Road,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,04.06.2022,4-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Shivamogga,A272,Shivamoga-Savalanga Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,04.06.2022,4-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
MUMBAI,A275,Kalyan-Khadakpada,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,04.06.2022,4-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
VADODARA,A015,Vadodara-Centre Square Mall,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,04.06.2022,4-Jun-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
MUMBAI,A021,Mumbai-Bandra Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MUMBAI,A035,Mumbai-Ghatkopar Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,05.06.2022,5-Jun-22,549,851PP Xcite Pro Keyboard USB,Offline,599
New Delhi,A048,Delhi-SouthEx,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,05.06.2022,5-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
SURAT,A053,Surat-Ripple,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,05.06.2022,5-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Bangalore,A060,Bangalore-Marathahalli,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
CHANDIGARH,A079,Chandigarh-Sector 26,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,05.06.2022,5-Jun-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
CHANDIGARH,A079,Chandigarh-Sector 26,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,05.06.2022,5-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
CHANDIGARH,A080,Chandigarh-Sector 22B,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,05.06.2022,5-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Bangalore,A088,Bangalore-PMC Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,05.06.2022,5-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A088,Bangalore-PMC Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,05.06.2022,5-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
CHENNAI,A097,Chennai-PMC Mall,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,05.06.2022,5-Jun-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
SURAT,A105,Surat-Adajan,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,05.06.2022,5-Jun-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
Nashik,A108,Nashik-Solitario,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,-1,05.06.2022,5-Jun-22,-999,419V2 PRIMUS Wireless Desktop V2,Offline,-1199
HYDERABAD,A109,Hyderabad-Terminal Internation,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
New Delhi,A112,Delhi-Select City Walk,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MUMBAI,A001,Mumbai-Juhu,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,05.06.2022,5-Jun-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Navi Mumbai,A009,Navi Mumbai-Belapur,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,05.06.2022,5-Jun-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
New Delhi,A358,Delhi-Pacific Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,05.06.2022,5-Jun-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
PUNE,A241,Pune-Sinhgad Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,05.06.2022,5-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Delhi,Online,Online,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,05.06.2022,5-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Online,1199
LUDHIANA,A344,Ludhiana-Sector 32A,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,05.06.2022,5-Jun-22,2299,829BK Bluetooth Controller 4 (EGP4),Offline,2599
PUNE,A129,Pune-PMC Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,05.06.2022,5-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
SURAT,A137,Surat-Deepkamal Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,05.06.2022,5-Jun-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
NOIDA,A151,Noida-Mall of India,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
MUMBAI,A153,Mumbai-Infiniti Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,05.06.2022,5-Jun-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Bangalore,A160,Bangalore-Yelahanka,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,05.06.2022,5-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
MOHALI,A162,Mohali-VR Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,05.06.2022,5-Jun-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
MOHALI,A162,Mohali-VR Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,05.06.2022,5-Jun-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Jalandar,A163,Jalandhar-Lajpat Nagar,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,05.06.2022,5-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
HYDERABAD,A169,Hyderabad-Sarath City Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
BHUJ,A177,Bhuj-Seven Sky Mall,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,05.06.2022,5-Jun-22,2299,829BK Bluetooth Controller 4 (EGP4),Offline,2599
BHOPAL,A192,Bhopal-DB Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
COIMBATORE,A193,Coimbatore-Prozone Mall,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,05.06.2022,5-Jun-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
COIMBATORE,A193,Coimbatore-Prozone Mall,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,05.06.2022,5-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
KOLKATA,A197,Kolkata-Rajarhat,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,05.06.2022,5-Jun-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
KOTA,A206,Kota-Dakaniya Station Road,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,05.06.2022,5-Jun-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
SURAT,A209,Surat-Parvat Patiya,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,05.06.2022,5-Jun-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Nashik,A215,Nashik-Nashik Road,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,05.06.2022,5-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
PUNE,A222,Pune-Katraj,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,05.06.2022,5-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
INDORE,A233,Indore-Aerodrum Road,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,05.06.2022,5-Jun-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Shivamogga,A272,Shivamoga-Savalanga Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,05.06.2022,5-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A277,Bangalore-Electronic city,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,05.06.2022,5-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Secunderabad,A310,Secunderabad-Ranigunj,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,05.06.2022,5-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
NOIDA,A023,Greater Noida-Ansal Plaza Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,05.06.2022,5-Jun-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
MUMBAI,A035,Mumbai-Ghatkopar Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,06.06.2022,6-Jun-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
